7,172045640758237e-9;1066,6879355866174
7,215521357901022e-9;1322,8034749073684
7,215521357901022e-9;1712,5563081073087
7,172045640758237e-9;2390,5876573160754
7,215521357901022e-9;3029,0637331055723
6,12916869592574e-9;3128,4347608669295
5,020967399614471e-9;3162,2776601683763
4,239323786655833e-9;3162,2776601683763
3,3694503022121666e-9;3162,2776601683763
2,710633904364842e-9;3128,4347608669295
2,26115695153675e-9;3128,4347608669295
2,1414535638539615e-9;3128,4347608669295
2,1414535638539615e-9;3598,112734558095
2,1285506529209107e-9;6096,024853748879
2,1414535638539615e-9;10108,1783763714
1,8190411331788284e-9;10000
1,5451703926941517e-9;10000
1,2657915866672081e-9;10108,1783763714
1,0948889651276914e-9;10108,1783763714
9,70234336986848e-10;10000
9,70234336986848e-10;15378,56766462376
9,70234336986848e-10;22171,465104773128
9,70234336986848e-10;31284,34760866936
8,241580380689142e-10;31964,866664596357
6,751438647829928e-10;32660,188847993766
6,751438647829928e-10;55932,41243560782
6,751438647829928e-10;102175,27008854234
7,900194712409004e-10;102175,27008854234
7,900194712409004e-10;194858,62163414882
7,948084345003883e-10;326601,8884799377
1,0948889651276914e-9;326601,8884799377
1,454553363050677e-9;333706,3616686569
1,4633706173946401e-9;460841,3093393003
1,4633706173946401e-9;1000000
2,0158673100703056e-9;1043978,5817666599
2,4165851351732296e-9;1043978,5817666599
3,0221426551783856e-9;1043978,5817666599
3,990707238565047e-9;1043978,5817666599
4,558192381541142e-9;1055272,1725608653
4,585823366142813e-9;1411018,507835749
4,585823366142813e-9;2265375,435338891
4,585823366142813e-9;2932849,1084381416
