7,481966305138838e-9;1066,6879355866174
7,481966305138838e-9;1395,917696836558
7,481966305138838e-9;1807,213015889209
7,481966305138838e-9;2289,8818989855477
7,481966305138838e-9;3128,4347608669295
6,12916869592574e-9;3128,4347608669295
4,558192381541142e-9;3162,2776601683763
2,5983530645064297e-9;3128,4347608669295
2,0777117787139624e-9;3162,2776601683763
2,0777117787139624e-9;5474,163404426352
2,0651929314796334e-9;10000
1,6815964613300444e-9;10108,1783763714
1,428419081412272e-9;10217,527008854235
1,2581648062512094e-9;10000
1,1216794578894674e-9;10108,1783763714
1,1082032579150784e-9;15883,07473643917
1,114920997008096e-9;22411,312414454078
1,114920997008096e-9;31964,866664596357
1,0622988691548773e-9;31964,866664596357
1,055898194433583e-9;44620,323054131106
1,068738343674399e-9;80638,42859660715
1,0622988691548773e-9;101081,783763714
1,0948889651276914e-9;103280,58557089113
1,0948889651276914e-9;130864,67468752999
1,0948889651276914e-9;252272,06308331218
1,0948889651276914e-9;326601,8884799377
1,2355590812022945e-9;326601,8884799377
1,2355590812022945e-9;518744,22037890315
1,2355590812022945e-9;927448,3216258702
1,2355590812022945e-9;1043978,5817666599
2,0037210946240586e-9;1043978,5817666599
2,6780675198281013e-9;1043978,5817666599
3,152736422488379e-9;1043978,5817666599
3,152736422488379e-9;1473073,100656874
3,152736422488379e-9;2169944,359878856
3,171847772833252e-9;2901461,5682820645
